INSERT INTO SPETTATORE (NOME, COGNOME, DATA_DI_NASCITA) VALUES
('Thomas', 'Anderson', '1956-03-08'),
('Kimberly', 'Warner', '2001-02-14'),
('Timothy', 'Stewart', '1929-07-16'),
('Ryan', 'Glenn', '1917-01-02'),
('Savannah', 'Fleming', '1956-05-10'),
('Alexander', 'Carter', '2002-06-19'),
('Patrick', 'Wright', '1914-01-21'),
('Jasmine', 'Ortiz', '1966-05-25'),
('Jessica', 'Jackson', '1915-08-21'),
('Virginia', 'Nolan', '1943-07-06'),
('Heather', 'Martin', '1971-06-25'),
('Thomas', 'Rodriguez', '1919-01-12'),
('Joshua', 'Fischer', '1965-02-28'),
('Katie', 'Sharp', '1947-01-08'),
('Vickie', 'Salinas', '2005-05-07'),
('Kim', 'Davies', '2001-12-02'),
('Sandra', 'Hill', '1920-06-02'),
('Pamela', 'Contreras', '1950-12-16'),
('Ann', 'Martin', '1982-05-09'),
('Mary', 'Hunter', '1971-10-17'),
('Angela', 'Carter', '1971-12-30'),
('Andrew', 'Smith', '1911-01-07'),
('Nicole', 'Lewis', '1971-11-03'),
('Patrick', 'Wilson', '1993-06-05'),
('Danielle', 'Thompson', '1915-11-24'),
('James', 'Bennett', '1938-11-10'),
('Jennifer', 'Dorsey', '1916-11-18'),
('Robert', 'Sullivan', '1964-03-19'),
('Wendy', 'Lee', '1939-06-04'),
('Ashley', 'Fields', '1982-06-05'),
('Robert', 'Cook', '1977-10-21'),
('Kelly', 'Pacheco', '1964-09-25'),
('Michelle', 'Howard', '1928-03-04'),
('Mark', 'Watson', '1949-08-10'),
('Justin', 'Sanders', '2002-06-09'),
('Jennifer', 'Miller', '1985-04-16'),
('Roberto', 'Henry', '1934-02-28'),
('Kimberly', 'Paul', '1980-08-13'),
('Ryan', 'Ortiz', '1975-09-25'),
('Nathan', 'Clark', '1946-09-23'),
('Betty', 'Washington', '2003-12-08'),
('Jennifer', 'Jenkins', '1957-03-03'),
('Frank', 'Jackson', '1934-09-09'),
('Steven', 'Wright', '1974-10-14'),
('Jared', 'White', '1958-04-17'),
('Kerri', 'Valdez', '1999-12-19'),
('Joseph', 'Herring', '1962-10-10'),
('Kathleen', 'Hall', '1909-12-14'),
('Patricia', 'Hall', '1909-09-03'),
('Kristy', 'Lee', '1914-08-23'),
('Michele', 'Rivera', '1983-03-23'),
('William', 'Miller', '1908-12-06'),
('Gary', 'Harding', '1973-09-27'),
('Kenneth', 'Cunningham', '1931-05-26'),
('Christopher', 'Hale', '1916-09-20'),
('Jeffery', 'Joseph', '1950-08-16'),
('Alexis', 'Gray', '1953-12-17'),
('Tammy', 'Smith', '1972-01-21'),
('Teresa', 'Smith', '1994-05-23'),
('Jason', 'Gonzales', '1917-08-19'),
('Timothy', 'Blair', '1988-03-03'),
('Jennifer', 'Taylor', '1949-12-27'),
('Christopher', 'Callahan', '1913-12-20'),
('Cindy', 'Matthews', '1930-08-28'),
('Doris', 'Johnson', '1961-04-11'),
('Yolanda', 'Young', '1979-11-23'),
('Toni', 'Yang', '1949-07-21'),
('David', 'Stanley', '1994-05-30'),
('Ryan', 'Williams', '2006-02-07'),
('Debra', 'Vasquez', '1938-11-19'),
('Susan', 'Jones', '1958-01-05'),
('Kelly', 'Miller', '1998-10-20'),
('Vanessa', 'Gibbs', '1969-04-03'),
('Carl', 'Stevens', '1954-08-08'),
('Amy', 'Grant', '1942-07-23'),
('Nicole', 'Terrell', '1964-02-11'),
('Jenna', 'Blake', '2004-01-22'),
('Matthew', 'Williams', '1923-09-10'),
('Grace', 'Flores', '1973-04-25'),
('Brenda', 'West', '1956-12-17'),
('Patricia', 'Davis', '1913-10-12'),
('Tammy', 'Cook', '1956-04-20'),
('Jody', 'Gates', '2005-10-20'),
('Juan', 'Martin', '1986-01-28'),
('Devin', 'Johnson', '1985-08-26'),
('Mitchell', 'Walsh', '1960-12-22'),
('Joseph', 'Tucker', '2006-04-09'),
('Scott', 'Hayden', '1979-09-02'),
('Stephanie', 'Walters', '2000-12-20'),
('Sara', 'Barnett', '1951-04-15'),
('Dennis', 'Johnson', '1975-06-08'),
('Billy', 'Willis', '1985-03-24'),
('Gregory', 'Smith', '1919-09-11'),
('Peter', 'Brown', '1996-05-06'),
('Curtis', 'Wood', '1996-09-22'),
('Brendan', 'Walsh', '1968-12-05'),
('Raymond', 'Faulkner', '1992-06-05'),
('Kelli', 'Smith', '2001-07-26'),
('Heather', 'Vaughn', '1981-09-05'),
('Justin', 'Morgan', '1945-03-22'),
('Greg', 'Knight', '1929-03-26'),
('Jon', 'Wilson', '2001-06-19'),
('Lauren', 'Sheppard', '1956-09-24'),
('Angela', 'Barrett', '1964-03-01'),
('Robert', 'Rivera', '1917-02-24'),
('Connie', 'Durham', '2006-03-22'),
('Scott', 'Hood', '1949-10-24'),
('Aaron', 'Kane', '1926-01-25'),
('Brooke', 'White', '1937-03-19'),
('Nathan', 'Rice', '1967-07-13'),
('Paul', 'Burns', '1954-11-22'),
('Stacy', 'Reeves', '1988-08-25'),
('Jonathan', 'Fernandez', '1913-01-16'),
('David', 'Wilson', '1966-05-16'),
('Michelle', 'Gordon', '1941-04-16'),
('Albert', 'Bennett', '1989-10-08'),
('Roberto', 'Brown', '1957-02-26'),
('Alex', 'Moore', '2004-07-09'),
('Edward', 'Williams', '1974-01-15'),
('David', 'Navarro', '1974-05-23'),
('Christy', 'Gould', '1984-04-06'),
('Daniel', 'Jimenez', '1917-02-25'),
('Katelyn', 'Carter', '1972-09-19'),
('David', 'Davis', '2001-07-14'),
('Jennifer', 'Henry', '1939-06-01'),
('Amber', 'Price', '1960-05-21'),
('Devin', 'White', '1983-05-31'),
('Megan', 'Schultz', '1911-11-19'),
('Pamela', 'Johnson', '1970-10-17'),
('Bruce', 'Cole', '1953-06-03'),
('William', 'Miller', '1918-08-17'),
('Kenneth', 'Guzman', '1925-11-17'),
('Margaret', 'Jenkins', '1967-08-20'),
('Michael', 'Franco', '1984-11-08'),
('Antonio', 'Smith', '1911-11-28'),
('Kevin', 'Mccoy', '1976-04-14'),
('Alexis', 'Sanchez', '1964-07-13'),
('Oscar', 'Fletcher', '1946-04-16'),
('David', 'Bennett', '1909-09-09'),
('Christopher', 'Anderson', '1922-09-26'),
('Caleb', 'Fisher', '1931-04-23'),
('David', 'Hayes', '1923-02-15'),
('Benjamin', 'Hayes', '1992-11-30'),
('Brett', 'Jackson', '1992-10-03'),
('Brenda', 'Holmes', '1943-09-26'),
('Michelle', 'Johnson', '1958-10-09'),
('Christina', 'Weber', '1945-01-31'),
('Lindsey', 'Stokes', '1982-06-11'),
('Matthew', 'Wilkins', '2005-04-24'),
('Christina', 'Murphy', '1944-05-20'),
('Jared', 'Nichols', '1910-10-18'),
('Tracie', 'Young', '1986-01-26'),
('Megan', 'Atkins', '1941-09-24'),
('Melissa', 'Bernard', '1980-10-27'),
('Joy', 'Kelley', '1940-03-01'),
('Heather', 'Russell', '1983-12-14'),
('Nancy', 'Deleon', '1970-05-12'),
('Aaron', 'Gill', '1999-12-27'),
('Hector', 'Patterson', '1946-10-14'),
('Theresa', 'Drake', '1964-11-27'),
('Vanessa', 'Moore', '1961-10-24'),
('Kristen', 'Stafford', '1991-11-04'),
('Robert', 'Huynh', '1958-08-05'),
('Alexander', 'Lewis', '1992-10-31'),
('Amanda', 'Phillips', '2001-10-09'),
('Jeffrey', 'Yu', '1951-10-02'),
('Seth', 'Arnold', '1948-01-23'),
('Zachary', 'Jackson', '1927-12-12'),
('Jonathan', 'Knapp', '1931-08-15'),
('Nicole', 'Johnson', '1979-08-28'),
('Tiffany', 'Bush', '1949-05-22'),
('Carrie', 'Jones', '1951-09-17'),
('Johnny', 'Hernandez', '1964-07-08'),
('Brendan', 'Singleton', '1909-07-08'),
('Edward', 'Miller', '1967-01-08'),
('Angela', 'Phillips', '1982-08-31'),
('Gregory', 'Rojas', '1954-01-18'),
('James', 'Norman', '1943-10-15'),
('Brenda', 'Martin', '1929-06-14'),
('Deborah', 'Schmidt', '1938-01-31'),
('Chad', 'Hubbard', '1980-01-11'),
('Sandra', 'Thomas', '1977-03-02'),
('Ashley', 'Willis', '1986-07-06'),
('Audrey', 'Taylor', '1912-03-12'),
('Tiffany', 'Holmes', '1958-03-14'),
('Christine', 'Baldwin', '1918-01-19'),
('Morgan', 'Gay', '1980-03-30'),
('Jessica', 'Evans', '1938-10-06'),
('Allison', 'Mckay', '1952-01-05'),
('Nicholas', 'Allen', '1987-01-28'),
('Joel', 'Hart', '1997-12-05'),
('Laurie', 'Ryan', '1966-03-07'),
('Alex', 'Hawkins', '1983-10-18'),
('Sarah', 'Garcia', '1943-05-01'),
('William', 'Williams', '1983-11-06'),
('Barbara', 'Davis', '1985-05-16'),
('Kathleen', 'Mitchell', '1991-12-16'),
('Dana', 'Alvarado', '1948-07-06'),
('Megan', 'Hubbard', '1937-12-30'),
('Justin', 'Fleming', '2000-06-13'),
('Samantha', 'Rogers', '1983-09-27'),
('Christine', 'Perez', '1979-07-01'),
('Jason', 'Walker', '1982-11-24'),
('Aaron', 'Walsh', '1921-11-24'),
('Adam', 'Willis', '1977-03-30'),
('Noah', 'Thompson', '1996-10-04'),
('Diana', 'Harris', '2001-01-25'),
('Melissa', 'James', '1995-06-07'),
('Daniel', 'Forbes', '1977-09-08'),
('Kimberly', 'Bailey', '1920-02-26'),
('Shawn', 'Chambers', '1939-05-27'),
('Karen', 'Woods', '1957-09-20'),
('Timothy', 'Collins', '1919-08-26'),
('Edward', 'Morrison', '1920-01-20'),
('Amanda', 'King', '1918-09-28'),
('Cameron', 'Harris', '1947-02-15'),
('Amber', 'Copeland', '2004-09-12'),
('Hannah', 'White', '1974-01-12'),
('Gerald', 'Ramirez', '1973-05-20'),
('Jocelyn', 'Smith', '1939-12-26'),
('Stacy', 'Summers', '1910-03-09'),
('Cheryl', 'Douglas', '1947-10-09'),
('Lydia', 'Ayala', '1965-07-16'),
('James', 'Jordan', '1974-02-12'),
('Amy', 'Davidson', '1949-07-10'),
('Edwin', 'Ward', '1997-04-21'),
('Christopher', 'Day', '2003-11-21'),
('Charles', 'Hoover', '1918-02-14'),
('Christina', 'Pierce', '1945-05-20'),
('Xavier', 'Acosta', '1924-10-22'),
('Gabrielle', 'Adams', '1971-06-09'),
('Mary', 'Perez', '1935-10-05'),
('Jamie', 'Sanders', '1915-11-30'),
('Kimberly', 'Hernandez', '1977-04-12'),
('Dan', 'George', '1979-04-21'),
('Jonathan', 'Cameron', '1939-12-24'),
('Michelle', 'Gibson', '1957-10-03'),
('Richard', 'Kaiser', '1990-06-07'),
('Ronald', 'Cowan', '2003-10-25'),
('Gabrielle', 'Smith', '1985-12-06'),
('Richard', 'Adams', '1921-03-04'),
('Shannon', 'Murphy', '1948-05-22'),
('Judy', 'Thomas', '1953-09-09'),
('Cory', 'Andersen', '1916-10-02'),
('Dana', 'Schultz', '1909-02-14'),
('Rachel', 'Hebert', '1939-05-27'),
('Natalie', 'Wright', '1921-02-11'),
('Adam', 'Clark', '1998-11-17'),
('Shannon', 'Marshall', '1968-06-13'),
('Lisa', 'Watts', '1990-09-10'),
('Cindy', 'Jimenez', '2003-12-21'),
('Gregory', 'Rosario', '1950-02-25'),
('Alexander', 'Harrell', '1974-01-31'),
('Kaitlyn', 'Young', '1939-08-11'),
('Logan', 'Potter', '1965-03-24'),
('Nathan', 'Castillo', '1945-03-11'),
('Jason', 'Jimenez', '1985-02-08'),
('Thomas', 'Shaw', '1917-04-22'),
('Richard', 'Lewis', '1980-07-22'),
('Scott', 'Evans', '1937-04-17'),
('Natasha', 'King', '1954-08-06'),
('Charles', 'Smith', '1943-03-12'),
('Heather', 'Dunlap', '2003-09-08'),
('Collin', 'Hodges', '1963-10-06'),
('Stacie', 'Johnson', '1909-10-01'),
('Denise', 'Smith', '1942-09-14'),
('Jodi', 'Maxwell', '1971-10-20'),
('Jack', 'Barrera', '1975-04-02'),
('Connie', 'Shepard', '1929-03-12'),
('Bradley', 'Bowers', '1990-04-02'),
('Andrew', 'Harris', '2001-11-07'),
('Kathryn', 'Foster', '1917-02-06'),
('Derek', 'Ross', '1988-08-27'),
('Frank', 'Perez', '1950-05-17'),
('Tammy', 'Castillo', '1954-11-25'),
('Rachel', 'Green', '1922-07-23'),
('Kathleen', 'Washington', '2003-07-25'),
('Michael', 'Walters', '1933-04-05'),
('Rhonda', 'Green', '1990-03-21'),
('Sean', 'Scott', '1977-01-07'),
('Mark', 'Clark', '1942-08-05'),
('Jessica', 'Cole', '1973-09-08'),
('Sarah', 'Schmidt', '1918-12-16'),
('Nancy', 'Mcdowell', '1974-11-13'),
('Jennifer', 'Ferguson', '1963-06-04'),
('Suzanne', 'Harper', '1950-05-20'),
('Kelly', 'Hansen', '1961-12-05'),
('Monica', 'Miller', '1952-09-23'),
('Douglas', 'Hardy', '1921-03-05'),
('William', 'Sullivan', '1958-03-12'),
('Scott', 'Alvarado', '1951-03-24'),
('Stephanie', 'Chan', '1936-01-30'),
('Robert', 'Bennett', '1998-03-25'),
('Barbara', 'Andrews', '1935-10-21'),
('Dawn', 'Briggs', '1944-08-07'),
('Billy', 'Brown', '1968-06-19'),
('Kevin', 'Hall', '1943-09-05'),
('Susan', 'Curtis', '1914-03-13'),
('Amanda', 'Lucas', '1976-03-12'),
('Lori', 'Strong', '1968-07-04'),
('Nathaniel', 'Kelley', '1943-01-21'),
('Katherine', 'Turner', '1986-04-01'),
('Mathew', 'Matthews', '1966-06-05'),
('Meghan', 'Watson', '1982-05-02'),
('Valerie', 'Johnson', '2004-04-05'),
('Wendy', 'Martin', '1995-03-04'),
('Tiffany', 'Burns', '1951-06-08'),
('Amy', 'Clark', '1978-08-18'),
('Jessica', 'Brown', '1938-04-03'),
('Steven', 'Willis', '1984-04-26'),
('Drew', 'Shelton', '1935-11-17'),
('Mark', 'Knox', '1989-09-11'),
('Jesse', 'White', '1964-03-02'),
('Catherine', 'Pugh', '1925-02-23'),
('Diana', 'Williams', '1936-02-06'),
('Darren', 'Foster', '1926-02-01'),
('Amanda', 'Garcia', '1980-07-07'),
('Brandy', 'Harrington', '1947-03-12'),
('John', 'Higgins', '1923-12-02'),
('Monique', 'Flowers', '1971-02-24'),
('William', 'Sherman', '1963-09-27'),
('Lisa', 'Brown', '1928-12-08'),
('Malik', 'Hill', '1934-07-27'),
('Kelly', 'Jones', '1960-01-04'),
('Victor', 'Sutton', '1957-10-01'),
('William', 'Noble', '1974-09-28'),
('Brian', 'Terrell', '1999-01-15'),
('Cory', 'Dawson', '1926-06-14'),
('Joshua', 'Lambert', '1992-07-11'),
('Jesse', 'Wheeler', '1990-05-10'),
('Austin', 'Moore', '1937-10-19'),
('Andrew', 'Craig', '1990-10-05'),
('Mark', 'Mclaughlin', '1914-08-22'),
('Frank', 'Pearson', '1978-11-21'),
('Ryan', 'Frank', '1981-12-30'),
('Kevin', 'Obrien', '1917-05-07'),
('Michael', 'Washington', '2002-06-08'),
('Daniel', 'Austin', '1911-01-02'),
('Christian', 'Griffin', '1930-10-09'),
('Brian', 'Kim', '1939-02-21'),
('Robert', 'Newton', '1997-05-16'),
('Brian', 'Martin', '1917-11-10'),
('Steve', 'King', '1971-01-21'),
('Joseph', 'Horton', '1935-02-10'),
('Jeffrey', 'Sullivan', '1933-07-01'),
('Joel', 'Vazquez', '1923-09-07'),
('Marcia', 'Mccarthy', '1959-02-12'),
('Christopher', 'Garcia', '2005-07-07'),
('Valerie', 'Mccall', '1999-08-05'),
('Andrea', 'Mcclure', '1937-10-18'),
('Christopher', 'Gonzales', '1962-01-31'),
('Alison', 'Hernandez', '1921-01-01'),
('Amanda', 'Hall', '1935-05-22'),
('Michael', 'Garcia', '1954-10-01'),
('Lisa', 'Walton', '2003-03-29'),
('Paula', 'Weber', '1983-09-23'),
('Alicia', 'Salinas', '1921-12-07'),
('Jonathan', 'Nixon', '1918-05-12'),
('Kelly', 'Rodriguez', '1949-01-23'),
('Miranda', 'Valencia', '1965-07-27'),
('Cynthia', 'Dickerson', '1995-04-16'),
('Katherine', 'Ruiz', '1926-09-29'),
('Alexis', 'Bush', '1917-05-14'),
('Kyle', 'Peterson', '1981-02-12'),
('Victor', 'Hanson', '1974-03-31'),
('Jeffrey', 'Ramos', '1949-10-07'),
('Nicholas', 'Griffith', '1915-07-03'),
('Calvin', 'Marshall', '1984-09-28'),
('Anthony', 'Christian', '1993-05-25'),
('Laura', 'Fritz', '1921-08-06'),
('Carrie', 'Taylor', '1985-03-29'),
('Tricia', 'Cruz', '1987-06-28'),
('Sherry', 'Hernandez', '1931-01-15'),
('Nancy', 'Rogers', '1923-09-06'),
('Thomas', 'Walton', '1918-01-26'),
('Carolyn', 'Howe', '1930-05-18'),
('Courtney', 'Walters', '1993-09-11'),
('Tim', 'Jackson', '1983-06-23'),
('Cheryl', 'Alexander', '1943-06-17'),
('Kimberly', 'Lewis', '1970-04-25'),
('Clifford', 'Ramirez', '1979-02-05'),
('Pamela', 'Thomas', '1989-03-17'),
('Jessica', 'Lee', '1954-02-28'),
('Christopher', 'Sweeney', '1923-05-12'),
('Alvin', 'Garcia', '1955-01-10'),
('Anthony', 'Gray', '1910-07-06'),
('Kristin', 'Chang', '1953-09-11'),
('Kimberly', 'Murray', '1920-05-26'),
('Joanna', 'Arnold', '1929-02-11'),
('Scott', 'Solis', '1982-06-30'),
('Erika', 'Miller', '1974-11-13'),
('Emily', 'Smith', '1909-01-08'),
('Anthony', 'Long', '1975-08-26'),
('Gene', 'Stone', '1929-01-06'),
('Matthew', 'Mcintyre', '1952-12-17'),
('Patrick', 'Gray', '1989-06-12'),
('Jake', 'Rivera', '1954-03-04'),
('Ryan', 'Rowland', '1992-11-04'),
('Jimmy', 'Lewis', '1934-10-27'),
('Douglas', 'Frank', '1950-03-08'),
('Johnny', 'Rice', '1954-12-19'),
('Brandi', 'Ortiz', '1914-01-08'),
('Matthew', 'Parker', '1963-07-20'),
('Craig', 'Brennan', '1917-12-25'),
('Robert', 'Barry', '1910-04-27'),
('Jessica', 'Rivera', '1912-12-18'),
('Lisa', 'Howell', '1964-11-19'),
('Kristen', 'Alexander', '1995-04-10'),
('George', 'Ballard', '1983-05-11'),
('Megan', 'Nichols', '1925-08-07'),
('Rachel', 'Snow', '1944-08-19'),
('Samantha', 'Owens', '1910-12-23'),
('John', 'Padilla', '1916-06-21'),
('Derrick', 'Burton', '1979-02-09'),
('Jessica', 'Hamilton', '1992-09-01'),
('William', 'Castillo', '1958-01-28'),
('Scott', 'Robinson', '1940-01-08'),
('Jack', 'Schneider', '1941-08-29'),
('James', 'Sherman', '1963-05-22'),
('Juan', 'Lyons', '2006-05-20'),
('Gary', 'Johnson', '2006-02-10'),
('Darlene', 'Mitchell', '1995-08-02'),
('Patricia', 'Harris', '2002-01-16'),
('Marie', 'Williams', '1995-12-19'),
('David', 'Ramirez', '2002-09-15'),
('Kevin', 'Martinez', '1967-09-14'),
('Brandy', 'Torres', '2002-05-05'),
('Amy', 'Miller', '1927-01-18'),
('Breanna', 'Peterson', '1969-12-02'),
('Connie', 'Wilson', '1920-12-19'),
('Sabrina', 'Adams', '1988-02-06'),
('Mitchell', 'Cohen', '2004-05-12'),
('Justin', 'Park', '1916-07-25'),
('Shannon', 'Moore', '1978-07-31'),
('Timothy', 'Calhoun', '1922-09-02'),
('Danielle', 'Douglas', '1981-10-29'),
('Alan', 'Howard', '1926-08-24'),
('Andrea', 'Allen', '1971-09-13'),
('Diane', 'Brewer', '1959-11-05'),
('Patty', 'Graves', '1934-02-22'),
('Rhonda', 'Shaw', '1964-10-14'),
('Nicholas', 'Mitchell', '1997-10-09'),
('Audrey', 'Johnson', '1911-09-15'),
('Kyle', 'Garcia', '1974-03-03'),
('Charles', 'Fernandez', '1918-05-04'),
('Tracy', 'Pineda', '1950-06-10'),
('Deanna', 'Anderson', '1999-09-27'),
('Wendy', 'Norris', '1937-03-29'),
('Robert', 'Kelly', '1922-05-13'),
('Julia', 'Hutchinson', '1918-05-01'),
('Reginald', 'Estrada', '1978-11-13'),
('Kristen', 'Reese', '1913-05-22'),
('Frank', 'White', '1944-12-11'),
('Kayla', 'Miller', '1968-09-03'),
('Brent', 'Aguilar', '1968-09-04'),
('Anthony', 'James', '1913-12-14'),
('Jose', 'Manning', '1954-06-24'),
('Michael', 'Sheppard', '1970-11-24'),
('Amanda', 'Oliver', '2002-03-28'),
('James', 'Olson', '2001-09-29'),
('Chad', 'Drake', '1928-04-14'),
('Thomas', 'Jackson', '1932-03-10'),
('Bernard', 'Black', '1977-10-28'),
('David', 'Glover', '1919-04-09'),
('Juan', 'Sullivan', '1939-03-05'),
('Tracy', 'Stevenson', '1913-02-24'),
('David', 'Morris', '1990-02-10'),
('Ronald', 'Mcdaniel', '1971-03-22'),
('Brittany', 'Olson', '1923-10-19'),
('Adam', 'Robinson', '1948-09-08'),
('Jamie', 'Cobb', '1917-06-22'),
('Cristina', 'Williams', '1917-11-06'),
('Robert', 'Martinez', '1937-04-01'),
('Julie', 'Meyer', '1950-06-07'),
('Leslie', 'Carter', '1983-09-22'),
('Sabrina', 'Lawrence', '1983-03-26'),
('Mark', 'Taylor', '1945-02-24'),
('Erin', 'Stevenson', '1977-05-26'),
('Connie', 'Elliott', '1922-08-16'),
('Joseph', 'Guerra', '1926-05-12'),
('Amy', 'Armstrong', '1931-05-25'),
('Amanda', 'Kemp', '1922-01-09'),
('Sharon', 'Phillips', '1913-10-30'),
('Tina', 'Schultz', '1940-11-05'),
('Michael', 'Williams', '1910-01-01'),
('Erin', 'Miller', '1967-05-22'),
('Mark', 'Reyes', '1920-03-18'),
('Manuel', 'Mccullough', '1996-08-18'),
('Michelle', 'Wilson', '1945-01-16'),
('Joseph', 'Lopez', '1978-11-17'),
('Gabriela', 'Marshall', '1983-12-17'),
('Timothy', 'James', '1988-09-03'),
('Robert', 'Johnson', '1926-08-30'),
('Michelle', 'Martin', '1966-04-13'),
('Sarah', 'Foster', '1974-02-14'),
('Shawn', 'Rowe', '1941-04-04'),
('Rachel', 'Carlson', '1915-10-28'),
('Robert', 'Wilson', '1924-08-17'),
('April', 'Fox', '1924-04-11'),
('Kristy', 'Murray', '1991-10-31'),
('George', 'Edwards', '1988-04-12'),
('Michael', 'Moore', '1978-04-08'),
('Melissa', 'Smith', '1912-10-11'),
('Cheryl', 'Thomas', '1986-08-18'),
('Cody', 'Jackson', '1943-10-16'),
('Mario', 'Ramirez', '1984-08-25'),
('Mary', 'Boyle', '2003-02-26'),
('Jennifer', 'Caldwell', '1918-02-23'),
('Luis', 'Morton', '1992-01-27'),
('Rachel', 'Graves', '1993-04-29'),
('Carlos', 'Griffin', '1974-03-10'),
('Courtney', 'Jenkins', '1975-01-02'),
('Monica', 'Jones', '1976-04-03'),
('Wendy', 'Brooks', '1945-04-11'),
('Katie', 'Lopez', '1947-04-29'),
('Haley', 'Johnson', '1921-01-26'),
('Steven', 'Stout', '1922-07-29'),
('Susan', 'Knox', '1945-11-24'),
('Eric', 'Russell', '1982-11-26'),
('Nicholas', 'Miller', '1911-07-12'),
('Rodney', 'Woodard', '1981-08-28'),
('Russell', 'May', '1953-10-09'),
('Charles', 'Armstrong', '1966-02-22'),
('Mark', 'Harris', '1974-01-23'),
('Robert', 'Brown', '1991-05-31'),
('Jeffrey', 'Larsen', '1984-04-26'),
('Francisco', 'Trujillo', '1944-02-03'),
('Joe', 'Stark', '1953-01-25'),
('Zachary', 'Johnson', '1965-07-28'),
('Diane', 'Harrell', '1957-02-09'),
('Keith', 'Webb', '1922-11-02'),
('Katie', 'Hayes', '1966-11-25'),
('Robert', 'Hernandez', '1928-03-04'),
('Cassandra', 'Rodriguez', '1911-03-14'),
('Cynthia', 'Reid', '1943-10-12'),
('Karen', 'Logan', '1947-05-11'),
('Adam', 'Bailey', '1954-03-05'),
('Cody', 'Miller', '1971-02-23'),
('Terry', 'Wallace', '1926-09-10'),
('David', 'Smith', '1976-12-15'),
('Randall', 'Stewart', '1955-08-16'),
('Michael', 'Stevenson', '1961-03-01'),
('Gabrielle', 'Hogan', '1962-05-01'),
('Jeffery', 'Mccoy', '1953-09-18'),
('William', 'Diaz', '1965-09-21'),
('Holly', 'Brown', '1938-03-30'),
('Randy', 'Knox', '1919-01-01'),
('Melanie', 'Brown', '1979-03-14'),
('Charles', 'Dennis', '1951-09-17'),
('Micheal', 'Farrell', '1968-09-08'),
('Aaron', 'Ballard', '1977-02-12'),
('Dana', 'Murray', '1970-04-29'),
('Kelly', 'Ayala', '2001-06-30'),
('Donna', 'Love', '2004-01-22'),
('Bryan', 'Meyer', '2006-02-24'),
('Jacob', 'Martinez', '1946-06-17'),
('Christina', 'Hunt', '1972-02-09'),
('Julie', 'Fletcher', '1957-05-04'),
('Jeffrey', 'Young', '1916-11-04'),
('Robert', 'Rasmussen', '1977-10-16'),
('Michelle', 'Wilson', '1926-03-09'),
('Morgan', 'Lowe', '1980-12-27'),
('Keith', 'Wyatt', '2000-05-30'),
('Stephanie', 'Watson', '1956-10-20'),
('Samantha', 'Williams', '1984-07-28'),
('Michele', 'Summers', '1916-03-02'),
('Crystal', 'West', '1921-04-15'),
('Valerie', 'Martin', '1936-11-19'),
('Donald', 'Freeman', '1926-11-11'),
('Christopher', 'West', '1943-02-08'),
('Hector', 'Ford', '1996-02-16'),
('Monica', 'Mcguire', '1941-04-20'),
('Lisa', 'Levine', '1973-10-13'),
('Mary', 'Krueger', '1973-10-06'),
('Anthony', 'Sullivan', '1924-09-20'),
('Rachel', 'David', '1968-11-29'),
('Angela', 'Smith', '1941-03-16'),
('Michael', 'Hernandez', '1967-09-09'),
('Sabrina', 'Byrd', '1999-11-28'),
('Richard', 'Miller', '2004-05-31'),
('Sheila', 'Cox', '1928-04-07'),
('Mariah', 'Murphy', '1967-12-14'),
('David', 'Walsh', '1956-02-28'),
('Larry', 'Richardson', '1970-12-18'),
('Eric', 'Cruz', '2000-09-10'),
('Marissa', 'Brown', '1977-02-25'),
('Annette', 'Dunlap', '1962-12-04'),
('Kyle', 'Moreno', '1980-10-01'),
('Robert', 'Jordan', '1935-05-14'),
('Jennifer', 'Knight', '1975-02-18'),
('Monique', 'Carter', '1932-06-08'),
('Jason', 'Long', '1934-07-19'),
('Daniel', 'Harris', '1967-06-03'),
('Jacob', 'Casey', '1970-06-18'),
('Sally', 'Reeves', '1955-10-08'),
('Christopher', 'Blankenship', '1924-08-04'),
('Michelle', 'Wolfe', '1924-07-20'),
('Amy', 'Ibarra', '1926-05-06'),
('Troy', 'Miller', '1979-11-18'),
('Heather', 'Weaver', '1920-03-23'),
('Michele', 'Smith', '1914-12-23'),
('Mary', 'Mccoy', '1951-09-22'),
('Damon', 'Hubbard', '1990-04-07'),
('Kimberly', 'Howell', '1962-07-18'),
('Denise', 'Parker', '1930-04-12'),
('Ryan', 'Brown', '1941-05-01'),
('Samuel', 'Davis', '1924-08-29'),
('Deborah', 'Haynes', '1957-08-04'),
('James', 'Robertson', '1949-07-06'),
('Brett', 'Hancock', '1911-11-13'),
('Dylan', 'Wright', '1964-06-26'),
('Jill', 'Lee', '1980-05-19'),
('Bradley', 'Carter', '1956-09-13'),
('Christopher', 'Lyons', '1979-01-31'),
('Stephen', 'Goodman', '1945-04-16'),
('Shane', 'Anthony', '1950-07-18'),
('James', 'Woods', '1997-08-28'),
('Lisa', 'Nunez', '1968-12-22'),
('Brianna', 'Sheppard', '1939-11-14'),
('Cynthia', 'Doyle', '2003-02-20'),
('James', 'Meza', '1986-01-02'),
('Emily', 'Burch', '1944-01-31'),
('Ashley', 'Fitzpatrick', '1983-03-12'),
('Richard', 'Banks', '1957-12-13'),
('Carl', 'Miller', '1953-03-02'),
('Brandon', 'Simon', '1917-10-07'),
